AccountNumber,PlanName,Rate,BillDate,UsageTime,UsageDuration
SA-0401-55-12,DV-L,0.5,26/08/2011,2011-08-26 23:10:03,1418
SA-0210-42-47,DV-L,0.5,02/10/2012,2012-10-02 19:11:05,3134
SA-0155-74-77,DV-L,0.5,17/10/2012,2012-10-17 18:57:52,508
SA-0151-98-79,DV-L,0.5,05/04/2011,2011-04-05 18:33:35,3011
SA-0220-48-64,DV-L,0.5,27/11/2012,2012-11-27 13:10:58,2084
SA-0343-60-69,DV-L,0.5,21/07/2011,2011-07-21 13:33:39,3348
SA-0222-28-58,DV-L,0.5,10/04/2012,2012-04-10 04:05:53,2857
SA-0263-79-37,DV-L,0.5,15/11/2011,2011-11-15 08:10:07,1003
SA-0335-96-08,DV-L,0.5,10/05/2012,2012-05-10 08:07:45,678
SA-0055-36-68,DV-L,0.5,09/09/2011,2011-09-09 01:45:10,3417
SA-0050-81-89,DV-L,0.5,21/01/2012,2012-01-21 10:52:04,3132
SA-0107-05-98,DV-L,0.5,15/09/2012,2012-09-15 15:39:07,3403
SA-0222-28-58,DV-L,0.5,27/11/2012,2012-11-27 04:57:01,133
SA-0144-10-84,DV-L,0.5,12/03/2011,2011-03-12 02:42:57,2058
SA-0378-80-96,DV-L,0.5,18/02/2011,2011-02-18 01:21:43,831
SA-0186-07-48,DV-L,0.5,28/09/2011,2011-09-28 06:31:39,1388
SA-0114-12-73,DV-L,0.5,21/04/2012,2012-04-21 16:18:00,2622
SA-0063-02-33,DV-L,0.5,19/05/2011,2011-05-19 12:21:28,3514
SA-0401-55-12,DV-L,0.5,04/10/2011,2011-10-04 09:10:36,1388
SA-0305-50-15,DV-L,0.5,25/07/2011,2011-07-25 19:01:41,1889
SA-0186-07-48,DV-L,0.5,06/10/2011,2011-10-06 11:44:31,2606
SA-0263-79-37,DV-L,0.5,13/03/2012,2012-03-13 13:22:27,3414
SA-0252-71-33,DV-L,0.5,15/09/2011,2011-09-15 20:08:00,3111
SA-0361-84-31,DV-L,0.5,04/06/2011,2011-06-04 07:22:47,3192
SA-0092-93-02,DV-L,0.5,28/07/2011,2011-07-28 20:19:45,1658
SA-0227-78-67,DV-L,0.5,10/11/2011,2011-11-10 02:15:10,3247
SA-0227-78-67,DV-L,0.5,23/08/2011,2011-08-23 18:26:46,349
SA-0220-48-64,DV-L,0.5,17/03/2011,2011-03-17 20:10:16,1707
SA-0220-61-46,DV-L,0.5,03/11/2011,2011-11-03 00:33:30,2950
SA-0021-95-06,DV-L,0.5,17/11/2011,2011-11-17 10:47:43,1122
SA-0012-71-76,DV-L,0.5,03/12/2012,2012-12-03 21:13:26,2807
SA-0112-53-34,DV-L,0.5,18/04/2012,2012-04-18 23:29:48,1373
SA-0012-71-76,DV-L,0.5,05/01/2012,2012-01-05 08:53:27,2335
SA-0133-16-62,DV-L,0.5,06/01/2012,2012-01-06 09:17:57,679
SA-0220-61-46,DV-L,0.5,13/12/2011,2011-12-13 12:27:42,1535
SA-0063-02-33,DV-L,0.5,21/08/2012,2012-08-21 04:47:15,2937
SA-0185-10-64,DV-L,0.5,18/10/2012,2012-10-18 07:19:35,1926
SA-0378-80-96,DV-L,0.5,01/11/2011,2011-11-01 07:07:27,945
SA-0314-69-44,DV-L,0.5,31/03/2012,2012-03-31 21:45:44,1376
SA-0151-98-79,DV-L,0.5,15/04/2011,2011-04-15 12:18:12,670
SA-0401-55-12,DV-L,0.5,23/11/2011,2011-11-23 02:26:36,3357
SA-0303-06-26,DV-L,0.5,03/04/2012,2012-04-03 20:53:28,1798
SA-0037-94-05,DV-L,0.5,23/04/2011,2011-04-23 15:52:50,1767
SA-0414-20-79,DV-L,0.5,04/04/2012,2012-04-04 19:54:24,504
SA-0155-74-77,DV-L,0.5,05/10/2011,2011-10-05 14:58:27,561
SA-0151-98-79,DV-L,0.5,05/06/2011,2011-06-05 02:15:50,2397
SA-0050-81-89,DV-L,0.5,15/03/2011,2011-03-15 15:51:47,495
SA-0187-35-19,DV-L,0.5,01/05/2011,2011-05-01 10:42:53,1638
SA-0202-82-34,DV-L,0.5,17/01/2012,2012-01-17 20:09:56,1830
SA-0138-33-52,DV-L,0.5,11/07/2011,2011-07-11 01:17:25,3178
SA-0185-10-64,DV-L,0.5,22/04/2011,2011-04-22 01:39:46,2862
SA-0227-78-67,DV-L,0.5,09/02/2011,2011-02-09 01:30:30,331
SA-0339-42-22,DV-L,0.5,26/05/2012,2012-05-26 09:13:05,1393
SA-0114-12-73,DV-L,0.5,25/09/2011,2011-09-25 16:42:11,3195
SA-0114-12-73,DV-L,0.5,04/08/2011,2011-08-04 10:11:24,90
SA-0252-71-33,DV-L,0.5,07/11/2012,2012-11-07 12:40:45,3434
SA-0012-71-76,DV-L,0.5,19/12/2011,2011-12-19 17:09:44,2713
SA-0055-36-68,DV-L,0.5,03/04/2011,2011-04-03 10:58:57,1922
SA-0005-14-91,DV-L,0.5,30/08/2011,2011-08-30 07:03:21,2346
SA-0187-35-19,DV-L,0.5,21/01/2012,2012-01-21 21:26:29,1062
SA-0033-12-88,DV-L,0.5,28/11/2011,2011-11-28 03:30:07,1655
SA-0186-07-48,DV-L,0.5,22/04/2011,2011-04-22 21:26:41,3077
SA-0155-74-77,DV-L,0.5,14/03/2011,2011-03-14 21:37:45,1533
SA-0314-69-44,DV-L,0.5,04/06/2012,2012-06-04 07:51:40,3107
SA-0151-98-79,DV-L,0.5,04/12/2011,2011-12-04 09:44:22,272
SA-0063-02-33,DV-L,0.5,25/01/2011,2011-01-25 23:10:59,1798
SA-0185-10-64,DV-L,0.5,16/03/2012,2012-03-16 06:21:24,1794
SA-0220-61-46,DV-L,0.5,13/01/2011,2011-01-13 01:59:42,1902
SA-0155-74-77,DV-L,0.5,23/08/2012,2012-08-23 21:14:15,150
SA-0112-53-34,DV-L,0.5,25/10/2011,2011-10-25 22:00:06,883
SA-0339-42-22,DV-L,0.5,06/07/2012,2012-07-06 22:45:19,3215
SA-0182-19-79,DV-L,0.5,03/10/2011,2011-10-03 20:53:39,1664
SA-0080-84-93,DV-L,0.5,14/02/2012,2012-02-14 08:56:16,3110
SA-0414-20-79,DV-L,0.5,29/08/2011,2011-08-29 04:26:13,2921
SA-0378-80-96,DV-L,0.5,07/05/2011,2011-05-07 05:44:15,2732
SA-0012-71-76,DV-L,0.5,11/10/2011,2011-10-11 19:07:02,1975
SA-0151-98-79,DV-L,0.5,27/07/2011,2011-07-27 02:03:30,875
SA-0202-82-34,DV-L,0.5,07/05/2011,2011-05-07 19:16:20,3427
SA-0202-82-34,DV-L,0.5,27/12/2011,2011-12-27 06:41:47,2712
SA-0092-93-02,DV-L,0.5,23/10/2012,2012-10-23 20:22:07,2672
SA-0202-82-34,DV-L,0.5,16/04/2012,2012-04-16 19:32:18,2724
SA-0155-74-77,DV-L,0.5,05/07/2011,2011-07-05 18:50:25,2319
SA-0202-82-34,DV-L,0.5,06/07/2012,2012-07-06 21:03:43,219
SA-0401-55-12,DV-L,0.5,15/07/2012,2012-07-15 19:46:26,2589
SA-0112-53-34,DV-L,0.5,13/01/2011,2011-01-13 14:18:12,3377
SA-0361-84-31,DV-L,0.5,09/12/2011,2011-12-09 15:13:51,2726
SA-0202-82-34,DV-L,0.5,10/03/2011,2011-03-10 20:41:54,3102
SA-0185-10-64,DV-L,0.5,21/02/2011,2011-02-21 07:25:02,2911
SA-0210-42-47,DV-L,0.5,01/03/2011,2011-03-01 07:58:56,2951
SA-0222-28-58,DV-L,0.5,27/11/2012,2012-11-27 22:38:46,1129
SA-0147-43-82,DV-L,0.5,11/09/2012,2012-09-11 21:51:11,542
SA-0155-74-77,DV-L,0.5,07/07/2011,2011-07-07 16:47:53,2056
SA-0080-84-93,DV-L,0.5,26/12/2012,2012-12-26 07:28:59,400
SA-0155-74-77,DV-L,0.5,10/03/2012,2012-03-10 05:08:37,2773
SA-0279-91-74,DV-L,0.5,28/09/2012,2012-09-28 14:10:02,1734
SA-0290-06-89,DV-L,0.5,03/03/2012,2012-03-03 14:58:41,1052
SA-0414-20-79,DV-L,0.5,11/05/2012,2012-05-11 22:11:53,869
SA-0361-84-31,DV-L,0.5,15/07/2012,2012-07-15 15:37:10,2844
SA-0361-84-31,DV-L,0.5,26/08/2011,2011-08-26 18:31:20,3223
SA-0114-12-73,DV-L,0.5,12/04/2011,2011-04-12 22:14:02,784
SA-0220-61-46,DV-L,0.5,16/11/2011,2011-11-16 18:29:36,896
SA-0147-43-82,DV-L,0.5,07/04/2012,2012-04-07 10:14:24,3411
SA-0092-93-02,DV-L,0.5,29/01/2011,2011-01-29 19:51:01,1125
SA-0080-84-93,DV-L,0.5,25/02/2011,2011-02-25 09:45:37,3001
SA-0037-94-05,DV-L,0.5,15/09/2012,2012-09-15 05:14:35,1311
SA-0063-02-33,DV-L,0.5,05/06/2012,2012-06-05 12:00:25,2460
SA-0339-42-22,DV-L,0.5,01/12/2012,2012-12-01 02:32:06,802
SA-0186-07-48,DV-L,0.5,29/12/2011,2011-12-29 08:21:07,1995
SA-0009-04-02,DV-L,0.5,31/12/2012,2012-12-31 00:44:32,3376
SA-0186-07-48,DV-L,0.5,03/08/2012,2012-08-03 16:49:42,3086
SA-0033-12-88,DV-L,0.5,23/10/2012,2012-10-23 13:35:28,1627
SA-0220-48-64,DV-L,0.5,02/03/2012,2012-03-02 19:54:17,536
SA-0222-28-58,DV-L,0.5,27/05/2011,2011-05-27 01:45:10,3555
SA-0037-94-05,DV-L,0.5,08/05/2011,2011-05-08 09:37:10,895
SA-0033-12-88,DV-L,0.5,03/02/2012,2012-02-03 07:07:56,3229
SA-0414-86-48,DV-L,0.5,22/09/2012,2012-09-22 07:29:54,403
SA-0202-82-34,DV-L,0.5,24/12/2011,2011-12-24 22:23:34,1398
SA-0202-82-34,DV-L,0.5,28/02/2011,2011-02-28 15:04:54,2089
SA-0335-96-08,DV-L,0.5,19/01/2012,2012-01-19 07:31:43,3080
SA-0112-53-34,DV-L,0.5,14/12/2012,2012-12-14 11:16:46,3362
SA-0080-84-93,DV-L,0.5,02/01/2011,2011-01-02 06:19:58,1876
SA-0339-42-22,DV-L,0.5,04/08/2012,2012-08-04 07:17:51,3096
SA-0222-28-58,DV-L,0.5,21/02/2011,2011-02-21 08:18:01,2223
SA-0182-19-79,DV-L,0.5,03/09/2012,2012-09-03 08:30:42,1387
SA-0312-94-95,DV-L,0.5,08/01/2012,2012-01-08 19:43:05,337
SA-0261-41-34,DV-L,0.5,24/11/2012,2012-11-24 14:03:31,2330
SA-0202-82-34,DV-L,0.5,08/10/2012,2012-10-08 09:18:00,1261
SA-0021-95-06,DV-L,0.5,18/03/2012,2012-03-18 16:49:58,2658
SA-0401-55-12,DV-L,0.5,27/01/2012,2012-01-27 09:46:20,1848
SA-0263-79-37,DV-L,0.5,17/03/2012,2012-03-17 11:07:48,799
SA-0343-60-69,DV-L,0.5,18/04/2011,2011-04-18 08:39:50,3307
SA-0414-20-79,DV-L,0.5,21/09/2012,2012-09-21 16:11:48,3003
SA-0092-93-02,DV-L,0.5,02/11/2011,2011-11-02 17:38:18,73
SA-0182-19-79,DV-L,0.5,06/11/2012,2012-11-06 02:28:02,2420
SA-0144-10-84,DV-L,0.5,02/12/2011,2011-12-02 20:20:58,237
SA-0133-16-62,DV-L,0.5,27/08/2011,2011-08-27 10:15:32,839
SA-0012-71-76,DV-L,0.5,01/04/2011,2011-04-01 04:50:07,1306
SA-0252-71-33,DV-L,0.5,10/12/2011,2011-12-10 22:36:49,103
SA-0187-35-19,DV-L,0.5,09/04/2011,2011-04-09 04:27:11,1467
SA-0012-71-76,DV-L,0.5,25/11/2012,2012-11-25 16:45:13,167
SA-0063-02-33,DV-L,0.5,25/10/2012,2012-10-25 11:45:28,2556
SA-0185-10-64,DV-L,0.5,13/01/2012,2012-01-13 20:51:16,99
SA-0378-80-96,DV-L,0.5,09/05/2011,2011-05-09 21:47:52,303
SA-0210-42-47,DV-L,0.5,26/07/2012,2012-07-26 07:05:53,1600
SA-0378-80-96,DV-L,0.5,07/08/2011,2011-08-07 16:15:35,588
SA-0378-80-96,DV-L,0.5,15/06/2012,2012-06-15 17:34:58,2308
SA-0182-19-79,DV-L,0.5,14/03/2012,2012-03-14 15:02:21,777
SA-0009-04-02,DV-L,0.5,26/12/2011,2011-12-26 01:44:43,208
SA-0155-74-77,DV-L,0.5,19/02/2011,2011-02-19 09:18:12,2824
SA-0263-79-37,DV-L,0.5,13/05/2012,2012-05-13 05:15:13,1016
SA-0279-91-74,DV-L,0.5,29/01/2011,2011-01-29 13:38:06,3497
SA-0114-12-73,DV-L,0.5,20/02/2011,2011-02-20 07:47:15,3285
SA-0220-61-46,DV-L,0.5,31/12/2012,2012-12-31 01:53:49,2980
SA-0187-35-19,DV-L,0.5,20/09/2011,2011-09-20 19:53:39,3162
SA-0138-33-52,DV-L,0.5,26/04/2012,2012-04-26 09:47:07,2734
SA-0186-07-48,DV-L,0.5,02/01/2012,2012-01-02 11:54:34,784
SA-0005-14-91,DV-L,0.5,08/03/2012,2012-03-08 05:38:08,2207
SA-0186-07-48,DV-L,0.5,30/05/2012,2012-05-30 08:40:54,485
SA-0133-16-62,DV-L,0.5,23/10/2011,2011-10-23 08:16:08,1508
SA-0335-96-08,DV-L,0.5,14/09/2011,2011-09-14 00:42:11,3373
SA-0220-61-46,DV-L,0.5,26/05/2011,2011-05-26 11:02:16,1238
SA-0012-71-76,DV-L,0.5,16/05/2012,2012-05-16 15:03:34,1898
SA-0378-80-96,DV-L,0.5,05/12/2011,2011-12-05 15:25:10,2767
SA-0055-36-68,DV-L,0.5,07/05/2011,2011-05-07 22:18:18,854
SA-0185-59-07,DV-L,0.5,08/01/2011,2011-01-08 06:10:29,834
SA-0114-12-73,DV-L,0.5,30/01/2011,2011-01-30 18:50:49,3300
SA-0227-78-67,DV-L,0.5,15/09/2012,2012-09-15 12:56:54,614
SA-0185-10-64,DV-L,0.5,15/02/2011,2011-02-15 15:22:21,1026
SA-0012-71-76,DV-L,0.5,29/11/2012,2012-11-29 07:45:41,2210
SA-0314-69-44,DV-L,0.5,05/12/2012,2012-12-05 17:13:03,312
SA-0220-61-46,DV-L,0.5,22/11/2011,2011-11-22 03:28:39,928
SA-0092-93-02,DV-L,0.5,10/12/2012,2012-12-10 09:04:33,3539
SA-0401-55-12,DV-L,0.5,02/12/2012,2012-12-02 04:07:26,2587
SA-0401-55-12,DV-L,0.5,02/03/2012,2012-03-02 08:43:40,1460
SA-0303-06-26,DV-L,0.5,06/06/2012,2012-06-06 09:45:52,1639
SA-0339-42-22,DV-L,0.5,28/09/2011,2011-09-28 09:21:59,1676
SA-0012-71-76,DV-L,0.5,09/12/2011,2011-12-09 15:37:56,189
SA-0312-94-95,DV-L,0.5,19/03/2011,2011-03-19 10:16:12,2615
SA-0305-50-15,DV-L,0.5,16/07/2011,2011-07-16 05:09:59,1849
SA-0050-81-89,DV-L,0.5,26/12/2011,2011-12-26 15:48:27,3146
SA-0063-02-33,DV-L,0.5,20/11/2011,2011-11-20 16:28:29,2981
SA-0378-80-96,DV-L,0.5,19/03/2012,2012-03-19 17:59:12,752
SA-0378-80-96,DV-L,0.5,07/05/2011,2011-05-07 18:59:13,340
SA-0249-45-54,DV-L,0.5,01/01/2011,2011-01-01 09:23:43,2979
SA-0335-96-08,DV-L,0.5,08/03/2012,2012-03-08 13:12:18,1324
SA-0151-98-79,DV-L,0.5,18/12/2011,2011-12-18 15:47:03,3263
SA-0021-95-06,DV-L,0.5,26/06/2011,2011-06-26 08:56:13,2654
SA-0252-71-33,DV-L,0.5,05/01/2011,2011-01-05 23:55:06,1930
SA-0037-94-05,DV-L,0.5,08/08/2012,2012-08-08 03:33:15,2118
SA-0378-80-96,DV-L,0.5,24/08/2011,2011-08-24 05:29:35,1353
SA-0220-48-64,DV-L,0.5,15/10/2012,2012-10-15 13:03:59,655
SA-0185-59-07,DV-L,0.5,11/04/2011,2011-04-11 08:24:31,2689
SA-0378-80-96,DV-L,0.5,15/08/2012,2012-08-15 14:41:50,319
SA-0361-84-31,DV-L,0.5,27/07/2012,2012-07-27 02:14:40,2535
SA-0050-81-89,DV-L,0.5,12/06/2011,2011-06-12 16:49:04,1836
SA-0050-81-89,DV-L,0.5,25/04/2012,2012-04-25 02:36:34,1962
SA-0182-19-79,DV-L,0.5,10/02/2012,2012-02-10 07:35:17,3308
SA-0005-14-91,DV-L,0.5,05/10/2011,2011-10-05 14:06:01,3056
SA-0155-74-77,DV-L,0.5,23/10/2012,2012-10-23 15:36:41,3258
SA-0009-04-02,DV-L,0.5,25/04/2012,2012-04-25 01:49:20,218
SA-0263-79-37,DV-L,0.5,29/02/2012,2012-02-29 05:58:22,665
SA-0186-07-48,DV-L,0.5,05/05/2012,2012-05-05 19:11:42,3275
SA-0037-94-05,DV-L,0.5,13/10/2011,2011-10-13 17:26:49,622
SA-0378-80-96,DV-L,0.5,26/03/2012,2012-03-26 15:29:32,2074
SA-0222-28-58,DV-L,0.5,11/12/2012,2012-12-11 11:22:49,1533
SA-0378-80-96,DV-L,0.5,18/11/2012,2012-11-18 02:58:25,2472
SA-0187-35-19,DV-L,0.5,01/02/2011,2011-02-01 23:17:26,352
SA-0343-60-69,DV-L,0.5,27/08/2011,2011-08-27 18:21:24,813
SA-0401-55-12,DV-L,0.5,14/10/2012,2012-10-14 17:29:29,2271
SA-0138-33-52,DV-L,0.5,15/04/2012,2012-04-15 03:49:34,504
SA-0144-10-84,DV-L,0.5,15/02/2011,2011-02-15 07:21:07,3251
SA-0210-42-47,DV-L,0.5,12/03/2012,2012-03-12 06:26:34,2326
SA-0050-81-89,DV-L,0.5,14/02/2011,2011-02-14 17:35:02,463
SA-0414-86-48,DV-L,0.5,27/12/2012,2012-12-27 11:11:29,631
SA-0414-86-48,DV-L,0.5,21/06/2012,2012-06-21 20:50:45,517
SA-0343-60-69,DV-L,0.5,05/04/2012,2012-04-05 18:27:24,1310
SA-0220-61-46,DV-L,0.5,22/03/2012,2012-03-22 10:47:42,928
SA-0012-71-76,DV-L,0.5,22/03/2011,2011-03-22 16:06:44,2853
SA-0055-36-68,DV-L,0.5,28/02/2012,2012-02-28 21:09:34,2263
SA-0261-41-34,DV-L,0.5,12/06/2012,2012-06-12 09:48:58,705
SA-0220-48-64,DV-L,0.5,28/04/2011,2011-04-28 07:10:13,3077
SA-0185-59-07,DV-L,0.5,31/10/2011,2011-10-31 19:40:06,842
SA-0378-80-96,DV-L,0.5,13/08/2012,2012-08-13 11:26:57,1932
SA-0361-84-31,DV-L,0.5,18/04/2012,2012-04-18 10:46:16,1823
SA-0145-41-01,DV-L,0.5,30/05/2011,2011-05-30 03:44:55,971
SA-0033-12-88,DV-L,0.5,20/09/2012,2012-09-20 02:26:16,1436
SA-0182-19-79,DV-L,0.5,27/12/2012,2012-12-27 23:27:12,1385
SA-0092-93-02,DV-L,0.5,31/07/2011,2011-07-31 14:47:53,1234
SA-0261-41-34,DV-L,0.5,25/07/2011,2011-07-25 18:55:34,858
SA-0155-74-77,DV-L,0.5,02/12/2012,2012-12-02 03:06:04,2721
SA-0343-60-69,DV-L,0.5,14/12/2011,2011-12-14 08:02:06,1745
SA-0414-86-48,DV-L,0.5,14/05/2011,2011-05-14 23:55:28,1406
SA-0021-95-06,DV-L,0.5,10/09/2012,2012-09-10 09:04:16,969
SA-0055-36-68,DV-L,0.5,15/06/2011,2011-06-15 13:10:41,1809
SA-0185-10-64,DV-L,0.5,04/07/2011,2011-07-04 16:02:14,1262
SA-0303-06-26,DV-L,0.5,13/02/2011,2011-02-13 17:22:32,76
SA-0021-95-06,DV-L,0.5,18/04/2012,2012-04-18 06:58:22,679
SA-0005-14-91,DV-L,0.5,18/03/2012,2012-03-18 16:06:57,2284
SA-0414-20-79,DV-L,0.5,21/05/2011,2011-05-21 20:27:33,3458
SA-0055-36-68,DV-L,0.5,13/04/2011,2011-04-13 06:02:57,129
SA-0252-71-33,DV-L,0.5,09/04/2012,2012-04-09 09:08:38,1350
SA-0335-96-08,DV-L,0.5,08/01/2012,2012-01-08 19:59:03,993
SA-0005-14-91,DV-L,0.5,03/12/2011,2011-12-03 08:44:46,671
SA-0155-74-77,DV-L,0.5,13/09/2012,2012-09-13 02:52:10,1104
SA-0401-55-12,DV-L,0.5,23/12/2012,2012-12-23 08:47:31,1161
SA-0114-12-73,DV-L,0.5,25/06/2012,2012-06-25 03:41:33,3380
SA-0279-91-74,DV-L,0.5,03/10/2012,2012-10-03 06:00:12,1800
SA-0249-45-54,DV-L,0.5,25/02/2011,2011-02-25 15:02:28,3418
SA-0107-05-98,DV-L,0.5,05/11/2011,2011-11-05 00:17:44,3309
SA-0050-81-89,DV-L,0.5,14/09/2012,2012-09-14 17:14:11,2008
SA-0252-71-33,DV-L,0.5,12/10/2012,2012-10-12 04:17:19,3025
SA-0401-55-12,DV-L,0.5,17/09/2011,2011-09-17 20:12:48,691
SA-0055-36-68,DV-L,0.5,30/03/2011,2011-03-30 18:18:56,1019
SA-0343-60-69,DV-L,0.5,10/07/2012,2012-07-10 03:09:53,1170
SA-0033-12-88,DV-L,0.5,17/01/2012,2012-01-17 01:34:47,2801
SA-0227-78-67,DV-L,0.5,24/01/2011,2011-01-24 04:24:04,1650
SA-0092-93-02,DV-L,0.5,03/11/2012,2012-11-03 23:37:48,1345
SA-0305-50-15,DV-L,0.5,10/09/2011,2011-09-10 06:13:50,629
SA-0050-81-89,DV-L,0.5,30/04/2012,2012-04-30 00:29:08,243
SA-0220-48-64,DV-L,0.5,03/01/2011,2011-01-03 19:08:43,748
SA-0012-71-76,DV-L,0.5,28/10/2012,2012-10-28 22:06:01,2574
SA-0414-86-48,DV-L,0.5,07/05/2011,2011-05-07 01:16:15,2413
SA-0227-78-67,DV-L,0.5,27/05/2012,2012-05-27 16:53:45,660
SA-0033-12-88,DV-L,0.5,04/02/2011,2011-02-04 13:17:14,2606
SA-0182-19-79,DV-L,0.5,26/09/2012,2012-09-26 07:13:22,2838
SA-0378-80-96,DV-L,0.5,07/10/2011,2011-10-07 01:00:44,1565
SA-0220-48-64,DV-L,0.5,10/04/2012,2012-04-10 02:25:48,3180
SA-0202-82-34,DV-L,0.5,12/03/2011,2011-03-12 18:23:09,1874
SA-0005-14-91,DV-L,0.5,09/06/2012,2012-06-09 01:47:37,1719
SA-0033-12-88,DV-L,0.5,06/02/2012,2012-02-06 05:16:29,489
SA-0185-10-64,DV-L,0.5,22/09/2012,2012-09-22 02:46:51,3265
SA-0303-06-26,DV-L,0.5,05/07/2012,2012-07-05 04:31:06,1088
SA-0279-91-74,DV-L,0.5,14/06/2011,2011-06-14 21:53:07,1806
SA-0092-93-02,DV-L,0.5,13/09/2011,2011-09-13 07:11:13,3195
SA-0055-36-68,DV-L,0.5,17/10/2011,2011-10-17 03:12:49,1632
SA-0343-60-69,DV-L,0.5,12/04/2011,2011-04-12 16:36:23,2646
SA-0335-96-08,DV-L,0.5,31/12/2011,2011-12-31 21:08:27,273
SA-0303-06-26,DV-L,0.5,10/04/2012,2012-04-10 08:43:49,1631
SA-0114-12-73,DV-L,0.5,13/01/2011,2011-01-13 11:33:18,1886
SA-0063-02-33,DV-L,0.5,31/05/2011,2011-05-31 08:05:44,3523
SA-0092-93-02,DV-L,0.5,25/07/2012,2012-07-25 10:34:30,1339
SA-0249-45-54,DV-L,0.5,12/06/2011,2011-06-12 08:19:02,2343
SA-0012-71-76,DV-L,0.5,04/04/2012,2012-04-04 14:51:52,1254
SA-0145-41-01,DV-L,0.5,08/02/2012,2012-02-08 08:41:26,2578
SA-0037-94-05,DV-L,0.5,19/03/2012,2012-03-19 05:25:45,545
SA-0339-42-22,DV-L,0.5,19/12/2011,2011-12-19 11:25:51,2152
SA-0012-71-76,DV-L,0.5,18/06/2012,2012-06-18 13:33:54,3589
SA-0185-10-64,DV-L,0.5,28/12/2012,2012-12-28 12:04:46,1859
SA-0012-71-76,DV-L,0.5,21/08/2011,2011-08-21 07:24:34,2692
SA-0144-10-84,DV-L,0.5,25/01/2012,2012-01-25 11:28:59,1550
SA-0185-59-07,DV-L,0.5,31/03/2011,2011-03-31 11:34:24,1015
SA-0186-07-48,DV-L,0.5,20/11/2011,2011-11-20 20:03:40,2179
SA-0414-86-48,DV-L,0.5,04/04/2012,2012-04-04 12:50:34,341
SA-0401-55-12,DV-L,0.5,02/03/2012,2012-03-02 11:19:31,2505
SA-0055-36-68,DV-L,0.5,15/03/2011,2011-03-15 15:05:38,1975
SA-0305-50-15,DV-L,0.5,16/03/2011,2011-03-16 17:14:50,2895
SA-0305-50-15,DV-L,0.5,12/06/2012,2012-06-12 02:16:13,978
SA-0414-86-48,DV-L,0.5,24/11/2012,2012-11-24 03:35:21,2648
SA-0186-07-48,DV-L,0.5,22/08/2012,2012-08-22 10:33:55,3417
SA-0202-82-34,DV-L,0.5,28/01/2012,2012-01-28 00:10:07,1953
SA-0037-94-05,DV-L,0.5,31/10/2012,2012-10-31 07:47:30,3071
SA-0414-86-48,DV-L,0.5,03/05/2011,2011-05-03 00:26:22,2256
SA-0055-36-68,DV-L,0.5,29/11/2012,2012-11-29 04:39:36,3073
SA-0186-07-48,DV-L,0.5,19/04/2012,2012-04-19 08:16:42,454
SA-0220-48-64,DV-L,0.5,04/08/2012,2012-08-04 04:14:56,367
SA-0220-48-64,DV-L,0.5,11/04/2012,2012-04-11 14:44:06,3240
SA-0009-04-02,DV-L,0.5,19/04/2011,2011-04-19 13:37:00,2757
SA-0220-48-64,DV-L,0.5,27/10/2012,2012-10-27 14:02:54,3341
SA-0033-12-88,DV-L,0.5,29/11/2012,2012-11-29 00:43:21,466
SA-0133-16-62,DV-L,0.5,21/08/2011,2011-08-21 04:31:39,2665
SA-0155-74-77,DV-L,0.5,02/11/2012,2012-11-02 08:04:42,2150
SA-0227-78-67,DV-L,0.5,16/10/2011,2011-10-16 17:10:05,3451
SA-0092-93-02,DV-L,0.5,14/12/2011,2011-12-14 16:44:41,2837
SA-0144-10-84,DV-L,0.5,22/01/2012,2012-01-22 00:58:53,2755
SA-0133-16-62,DV-L,0.5,01/12/2011,2011-12-01 15:51:31,2317
SA-0151-98-79,DV-L,0.5,20/08/2012,2012-08-20 21:51:42,1499
SA-0290-06-89,DV-L,0.5,12/08/2012,2012-08-12 21:46:14,2754
SA-0312-94-95,DV-L,0.5,14/03/2011,2011-03-14 04:32:28,2205
SA-0414-20-79,DV-L,0.5,23/11/2012,2012-11-23 13:25:45,240
SA-0220-48-64,DV-L,0.5,29/04/2011,2011-04-29 17:04:42,3509
SA-0021-95-06,DV-L,0.5,09/04/2011,2011-04-09 06:22:12,2057
SA-0290-06-89,DV-L,0.5,01/07/2012,2012-07-01 17:24:11,398
SA-0133-16-62,DV-L,0.5,26/12/2012,2012-12-26 08:50:52,2479
SA-0012-71-76,DV-L,0.5,23/10/2012,2012-10-23 21:59:09,2503
SA-0021-95-06,DV-L,0.5,15/09/2012,2012-09-15 08:50:16,3246
SA-0182-19-79,DV-L,0.5,12/10/2011,2011-10-12 04:36:19,1223
SA-0261-41-34,DV-L,0.5,06/03/2012,2012-03-06 17:42:39,655
SA-0080-84-93,DV-L,0.5,23/12/2011,2011-12-23 12:22:29,2096
SA-0312-94-95,DV-L,0.5,02/04/2012,2012-04-02 04:35:23,1997
SA-0220-61-46,DV-L,0.5,26/10/2012,2012-10-26 01:54:24,1920
SA-0185-10-64,DV-L,0.5,23/01/2012,2012-01-23 06:48:40,279
SA-0138-33-52,DV-L,0.5,08/09/2011,2011-09-08 18:02:40,1559
SA-0009-04-02,DV-L,0.5,07/11/2011,2011-11-07 23:05:30,1668
SA-0222-28-58,DV-L,0.5,02/02/2011,2011-02-02 19:36:34,810
